,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,000014.SZ,20190829,20190829,20190630,1,1,201705187.0,9965893.97,425121358.29,230871574.49,,205901177.09,,,84466.51,,9750784.3,,,1510710339.34,,,,,,,,,79018145.43,1816892412.65,,,,81020103.88,,,,,,,,,,123841.83,,,2111061.64,31361655.78,,,129445341.47,,,,,,,,,,,,,,,,,1946337754.12,52500000.0,,,,,,,83524712.4,651380079.12,,,20796842.42,27560048.3,94937.5,,,,,,,,,,25000000.0,,957431961.14,,,,,3448145.3,,,55948145.3,,,,,,,,,,,,,,,,,1013380106.44,,,,,65293633.93,867664013.75,932957647.68,1946337754.12,,,,,,,,,,
1,000014.SZ,20190829,20190829,20190630,1,1,201705187.0,9965893.97,425121358.29,230871574.49,,205901177.09,,,84466.51,11427499.98,9750784.3,,,1510710339.34,,,,,,,,,79018145.43,1816892412.65,,,,81020103.88,,,,14797804.55,30873.79,,,,,123841.83,,,2111061.64,31361655.78,,,129445341.47,,,,,,,,,,,,,,,,,1946337754.12,52500000.0,,,,,,,83524712.4,651380079.12,,,20796842.42,27560048.3,94937.5,,149075341.4,,,,,,,,25000000.0,,957431961.14,,,,,3448145.3,,,55948145.3,,,,,,,,,,,,,,,,,1013380106.44,,,,,65293633.93,867664013.75,932957647.68,1946337754.12,,,,,,,,,,
0,000016.SZ,20190807,20190807,20190630,1,1,2407945408.0,237761961.98,4380496417.52,1227564785.19,71737.08,5670267120.55,61494666.97,2002435052.51,5468498179.21,987663783.89,2948687941.58,547848.62,2754697.9,5810235773.06,,53237851.3,,,,,,,1766535360.02,24879657523.52,,,2846608296.03,208008718.57,,,419923711.72,2228083633.72,2776018241.52,,,,,798320837.28,,855691423.75,101104614.34,810334747.43,,448155098.47,13059753937.19,,,,,,,,,,,,,,,,,37939411460.71,1284700000.0,13163667813.1,,,,,1109481840.84,4701864444.09,894789245.88,,,218974626.78,278624661.17,99998242.67,240794540.8,2026237321.94,,,,,,,,14095773.04,,22748528510.31,3489910901.5,223522236.53,,1597591.51,144462027.47,207308469.89,,5357171677.52,,,,,,,,,,,,,,,,,28105700187.83,,,,,1594069068.88,8239642204.0,9833711272.88,37939411460.71,5670450.62,-14198105.77,,,,,,,,
1,000016.SZ,20190807,20190807,20190630,1,1,2407945408.0,237761961.98,4380496417.52,1227564785.19,71737.08,5670267120.55,61494666.97,2002435052.51,5468498179.21,987663783.89,2948687941.58,547848.62,2754697.9,5810235773.06,,53237851.3,,,,,,,1766535360.02,24879657523.52,,,2846608296.03,208008718.57,,,419923711.72,2228083633.72,2776018241.52,,,,,798320837.28,,855691423.75,101104614.34,810334747.43,,448155098.47,13059753937.19,,,,,,,,,,,,,,,,,37939411460.71,1284700000.0,13163667813.1,,,,,1109481840.84,4701864444.09,894789245.88,,,218974626.78,278624661.17,99998242.67,240794540.8,2026237321.94,,,,,,,,14095773.04,,22748528510.31,3489910901.5,223522236.53,,1597591.51,144462027.47,207308469.89,,5357171677.52,,,,,,,,,,,,,,,,,28105700187.83,,,,,1594069068.88,8239642204.0,9833711272.88,37939411460.71,5670450.62,-14198105.77,,,,,,,,
0,000017.SZ,20190829,20190829,20190630,1,1,551347947.0,627834297.85,-1198348116.09,32673227.01,,9587416.18,,180000.0,35560204.56,,5139379.3,,,3080384.07,,,,,,,,,4609858.93,58922877.75,,,,,,,,,,,,,,1129500.0,,,,1044773.54,,400000.0,5907763.1,,,,,,,,,,,,,,,,,64830640.85,,,,,,,2000000.0,7076229.24,1620392.2,,,539521.95,120561.17,,,,,,,,,,,,,48940634.46,,,,,,,,,,,,,,,,,,,,,,,,,48940634.46,,,,,2382650.62,13507355.77,15890006.39,64830640.85,,,,,,,,,,
1,000017.SZ,20190829,20190829,20190630,1,1,551347947.0,627834297.85,-1198348116.09,32673227.01,,9587416.18,,180000.0,35560204.56,765634.71,5139379.3,,,3080384.07,,,,,,,,,4609858.93,58922877.75,,,,,,,,3333489.56,,,,,,1129500.0,,,,1044773.54,,400000.0,5907763.1,,,,,,,,,,,,,,,,,64830640.85,,,,,,,2000000.0,7076229.24,1620392.2,,,539521.95,120561.17,,,37583929.9,,,,,,,,,,48940634.46,,,,,,,,,,,,,,,,,,,,,,,,,48940634.46,,,,,2382650.62,13507355.77,15890006.39,64830640.85,,,,,,,,,,
0,000019.SZ,20190827,20190827,20190630,1,1,1152535254.0,1422892729.36,1357848812.47,327140910.28,62409.56,189914485.39,1153309.17,350756.64,617831167.71,57624419.71,26189928.1,,,3053593314.19,,,,,,,,,108098667.05,4054756047.96,,,73362651.19,278173249.83,,,,967835524.07,403629287.82,,,402232.74,,586543323.51,,,16742788.37,50155704.51,,854782.25,2377757044.29,,,,,,,,,,,,,,,,,6432513092.25,777384100.2,30590000.0,,,,,,171201542.03,136680506.97,,,118823329.33,30267605.83,1020795.27,2909182.74,301049727.5,,,,,,,,60027362.43,219151968.63,1071722020.73,,,15724141.66,,13162941.71,98721691.96,,904992875.53,,,,,,,,,,,,,,,,,1976714896.26,,,,,195318080.32,4260480115.67,4455798195.99,6432513092.25,,,,,,,,,,
0,000020.SZ,20190827,20190827,20190630,1,1,283161227.0,146587271.5,-180591679.88,77391593.25,,47981541.61,,10427934.87,149540866.46,5781851.15,28418600.46,,,86709541.76,,,,,,,,,1218695.38,330079031.69,,,,49817157.72,,,,92150629.83,7552776.46,,92857471.69,,,43977752.24,,,425949.07,6829856.59,,289550.0,293901143.6,,,,,,,,,,,,,,,,,623980175.29,,134676280.0,,,,,13804210.29,102035210.28,156232.44,,,4045824.29,11609232.63,54347.32,,30986015.17,,,,,,,,,,297367352.42,,,,64411.0,,,,64411.0,,,,,,,,,,,,,,,,,297431763.42,,,,,,326548411.87,326548411.87,623980175.29,,,,,,,,,,
1,000020.SZ,20190827,20190827,20190630,1,1,283161227.0,146587271.5,-180591679.88,77391593.25,,47981541.61,,10427934.87,149540866.46,,28418600.46,,,86709541.76,,,,,,,,,1218695.38,330079031.69,,,,49817157.72,,,,,,,,,,43977752.24,,,425949.07,6829856.59,,289550.0,293901143.6,,,,,,,,,,,,,,,,,623980175.29,,134676280.0,,,,,13804210.29,102035210.28,156232.44,,,4045824.29,11609232.63,54347.32,,,,,,,,,,,,297367352.42,,,,64411.0,,,,64411.0,,,,,,,,,,,,,,,,,297431763.42,,,,,,326548411.87,326548411.87,623980175.29,,,,,,,,,,
0,000021.SZ,20190831,20190831,20190630,1,1,1471259363.0,774981128.87,2695436415.52,1110435434.85,,5342156374.36,,27690954.42,1505253445.16,63981450.69,57448506.76,14946100.17,77364647.28,2214605741.02,,,,,,,,,68706807.53,9524799711.23,,,1019534274.54,76638529.98,,,,2498445845.37,852039116.88,,,,,572072549.38,,10313565.41,173027707.74,54904972.19,,48825883.95,5569534313.08,,,,152645683.84,,,,,,,,,,,,,15094334024.31,,6320266698.04,,,,,,1565280293.35,81597900.85,,,208412349.7,186640971.84,11133468.14,75148855.89,96801569.56,,,,,,,,,1007850.56,8546289957.93,,,,4310558.89,67682405.08,51751576.23,,123744540.2,,,,,,,,,,,,,,,,,8670034498.13,,,,,123889110.46,6300410415.72,6424299526.18,15094334024.31,,248298073.48,,,,,,,,
0,000023.SZ,20190827,20190827,20190630,1,1,138756240.0,102532388.02,161866201.02,50489790.61,440746.33,408143291.21,,66308988.46,944368788.25,52034551.08,19089060.74,,,446342584.97,,,,,,,,,105933054.52,2061119006.99,,,,1781240.82,,,,171657653.26,25156583.29,,,,,3680143.17,,,31033928.6,18437648.91,,8478139.61,260950131.19,,,,,,,,,,,,,,,,,2322069138.18,,399495718.4,,,,,242769000.0,539790477.61,358654487.9,,,58237787.03,45416221.82,,11484524.11,109158780.27,,,,,,,,4936006.26,,1770901875.57,,4332715.98,,,,385318.17,,4718034.15,,,,,,,,,,,,,,,,,1775619909.72,,,,,92363862.48,454085365.98,546449228.46,2322069138.18,,,,,,,,,18898687.76,958872.17
0,000025.SZ,20190830,20190830,20190630,1,1,431058320.0,431449554.51,229315271.3,3139918.14,,225905191.16,229405600.93,,113548299.77,11848636.82,12493208.24,81600548.07,1031521.11,16798362.97,,,,,,,,,42208745.54,819857366.38,,,153819742.68,494163460.21,,,0.0,109620846.65,22707214.36,,,,,50432780.11,,,7605860.9,24335615.61,,18852284.37,891714422.09,,,,,,,,,,,,,,,,,1711571788.47,,143000000.0,,,,,,65355485.14,18558535.2,,,27705350.51,14942982.03,172792.0,,271426299.34,,,,,,,,,,541161444.22,,3920160.36,,2225468.76,,,,6145629.12,,,,,,,,,,,,,,,,,547307073.34,,,,,69275229.18,1094989485.95,1164264715.13,1711571788.47,,26422.0,,,,,,,85017251.77,
1,000025.SZ,20190830,20190830,20190630,1,1,431058320.0,431449554.51,229315271.3,3139918.14,,225905191.16,,,113548299.77,,12493208.24,81600548.07,1031521.11,16798362.97,,,,,,,,,42208745.54,819857366.38,,,153819742.68,494163460.21,,,0.0,,,,,,,50432780.11,,,7605860.9,24335615.61,,18852284.37,891714422.09,,,,,,,,,,,,,,,,,1711571788.47,,143000000.0,,,,,,65355485.14,18558535.2,,,27705350.51,14942982.03,172792.0,,,,,,,,,,,,541161444.22,,,,2225468.76,,,,6145629.12,,,,,,,,,,,,,,,,,547307073.34,,,,,69275229.18,1094989485.95,1164264715.13,1711571788.47,,26422.0,,,,,,,85017251.77,
0,000026.SZ,20190815,20190815,20190630,1,1,442968881.0,1079051841.53,974856064.56,223015793.8,,226521552.42,,9940991.52,448122115.59,62591073.25,25833366.51,,,1727402092.53,,,,,,,,,46066469.94,2546477661.76,,,46412373.21,370467221.69,,,,414522443.81,12886665.68,,,,,41477871.11,,,137535709.85,83293488.15,,7297788.01,1113978561.51,,,,,,,,,,,,,,,,,3660456223.27,4409875.0,550078332.26,,,,,,227682547.55,18022460.66,,,48582058.35,32037984.8,740561.84,,91573312.72,,,,,,,,352790.0,,969070048.18,,,,,,3672855.36,,8082730.36,,,,,,,,,,,,,,,,,977152778.54,32902198.89,,,,5795.31,2683297649.42,2683303444.73,3660456223.27,,-3692732.58,,,,,,,,
0,000027.SZ,20190822,20190822,20190630,1,1,3964491597.0,3944569094.62,9531374239.76,2946182770.47,14065898.01,3926416779.51,873334700.95,202340499.36,6839440464.18,2089305573.26,400988322.23,80612306.39,17639565.32,1109699935.81,,,,,,,,,1393352272.96,21505321275.89,,,5403931960.5,1534177057.48,,,,35089394213.08,7120829647.11,220745975.69,3085685.36,,,5079338110.14,66512242.25,2516548061.7,82451243.89,374364130.62,,4083022380.23,68338445833.4,901116248.34,3671074607.58,,,,,,,,,,,,,,,89843767109.29,18379579934.56,2025400292.72,,,,,245892242.46,2617648442.75,560684340.6,,,946171385.75,1232989581.57,336155885.15,21502104.59,6751147736.47,,,,,,,,3328511349.85,5038552410.27,23104655772.18,13795462500.0,2010684932.73,5000000.0,,1426589600.35,1040146120.22,,36657463087.86,,,,,,,,,,,,,,,,,59762118860.04,,,,,3597748611.5,26483899637.75,30081648249.25,89843767109.29,,3083820566.19,2999395471.7,,,,,,,
0,000028.SZ,20190824,20190824,20190630,1,1,428126983.0,4363409728.51,7134839714.47,214063491.5,,8086328508.49,,790664828.26,11826440731.59,639294904.75,357078819.64,,14791483.1,4882673616.27,,,,,,,,,97317287.6,27020029759.88,,,2077811395.3,140319140.0,,,,593552480.99,31980582.21,,,,,320522690.59,,847041800.6,311311781.97,65417507.01,,66944586.76,6519568923.06,,,,,,,,,,,,,,,,,33539598682.94,,3290877595.23,,,,,3539095262.34,8088697602.94,,,,161719082.78,215579001.83,29012444.93,6389320.96,1439124932.54,,,,,,,,558296784.75,445493.48,17568976542.68,,,800000.0,,66386258.77,88722818.18,67840696.09,1412125897.0,,,,,,,,,,,,,,,,,18981102439.68,,,,,2418056325.78,12140439917.48,14558496243.26,33539598682.94,1915000.0,,,,,,,,,
1,000028.SZ,20190824,20190824,20190630,1,1,428126983.0,4363409728.51,7134839714.47,214063491.5,,8086328508.49,,790664828.26,11826440731.59,,357078819.64,,14791483.1,4882673616.27,,,,,,,,,97317287.6,27020029759.88,,,2077811395.3,140319140.0,,,,,,,,,,320522690.59,,847041800.6,311311781.97,65417507.01,,66944586.76,6519568923.06,,,,,,,,,,,,,,,,,33539598682.94,,3290877595.23,,,,,3539095262.34,8088697602.94,,,,161719082.78,215579001.83,29012444.93,6389320.96,,,,,,,,,558296784.75,445493.48,17568976542.68,,,,,66386258.77,88722818.18,67840696.09,1412125897.0,,,,,,,,,,,,,,,,,18981102439.68,,,,,2418056325.78,12140439917.48,14558496243.26,33539598682.94,1915000.0,,,,,,,,,
0,000029.SZ,20190821,20190821,20190630,1,1,1011660000.0,978244910.11,1366707966.13,95906222.59,,1240480893.15,,,39421868.07,42947346.04,3629355.62,1052192.76,6591780.82,1602436237.11,,,,,,,,,1366218063.59,4324112442.35,17464240.74,,12561107.24,611746542.66,,,,31903409.26,,,,,,,,,287424.99,71734088.8,,,745696813.69,,,,,,,,,,,,,,,,,5069809256.04,,21334705.19,,,,,,140100500.69,389327681.32,,,49649453.21,486499870.16,16535277.94,,627101131.67,,,,,,,,,,1730548620.18,,,7597741.94,,,,,7597741.94,,,,,,,,,,,,,,,,,1738146362.12,,,,,-131505830.24,3463168724.16,3331662893.92,5069809256.04,,10649625.33,,,,,,,,
0,000030.SZ,20190828,20190828,20190630,1,1,1810552111.0,516237792.33,3586595569.37,594297642.89,23528134.74,1196251499.09,,1814473617.29,1850409250.82,138577666.61,52352483.38,189757466.65,,771467520.53,,,,,,,,,53183782.8,6066473287.17,,,2350130982.18,62974769.65,,,,2204142985.51,378830657.61,,62014.39,,,475117436.02,6632403.77,10421262.66,7662483.82,168035300.49,,185478803.12,5849489099.22,,,,,,,,,,,,,,,,,11915962386.39,22000000.0,285271377.42,,,,,1275556577.55,1898498837.49,10173424.15,,,106745408.0,35976230.24,107427.52,3456202.58,372933718.39,,,,,,,,17863879.43,,4006583082.77,,63797450.93,,206833728.8,23614669.28,544303662.3,,880361903.89,,,,,,,,,,,,,,,,,4886944986.66,304940991.63,,,,802044320.47,6226973079.26,7029017399.73,11915962386.39,19812392.58,702820.56,,,,,,,,
1,000030.SZ,20190828,20190828,20190630,1,1,1810552111.0,516237792.33,3586595569.37,594297642.89,23528134.74,1196251499.09,,1814473617.29,1850409250.82,,52352483.38,189757466.65,,771467520.53,,,,,,,,,53183782.8,6066473287.17,,,2350130982.18,62974769.65,,,,,,,,,,475117436.02,6632403.77,10421262.66,7662483.82,168035300.49,,185478803.12,5849489099.22,,,,,,,,,,,,,,,,,11915962386.39,22000000.0,285271377.42,,,,,1275556577.55,1898498837.49,10173424.15,,,106745408.0,35976230.24,107427.52,3456202.58,,,,,,,,,17863879.43,,4006583082.77,,,,206833728.8,23614669.28,544303662.3,,880361903.89,,,,,,,,,,,,,,,,,4886944986.66,304940991.63,,,,802044320.47,6226973079.26,7029017399.73,11915962386.39,19812392.58,702820.56,,,,,,,,
0,000031.SZ,20190829,20190829,20190630,1,1,3925870338.0,5922257478.1,5947248658.68,1179679445.78,,26133784844.57,41984900.0,2197000.0,453640767.16,21044175119.3,808857103.26,,63035153.88,64957579047.97,,0.0,,,,,,,4316336881.31,117821590817.45,0.0,,9902959648.84,32849829973.89,,,0.0,4423555755.11,1409387.01,,,,,1882984428.56,,318016481.22,86322549.07,2000933131.03,,671716246.78,52411466321.61,,,,,,,,,,,,,,,,,170233057139.06,41459842981.98,4592880436.81,,,,,0.0,8627760512.59,26786274328.79,,,402062269.94,6307469973.02,389606006.86,945295211.42,10996104041.59,,,,,,,,13172450699.94,,77457090790.9,9965439669.73,1425000000.0,,27730204.46,965745783.28,1303127111.96,1050576815.28,56356018549.5,,,,,,,,,,,,,,,,,133813109340.4,,,,,19583448026.31,16836499772.35,36419947798.66,170233057139.06,,-138556148.21,,,,,,,,
1,000031.SZ,20190829,20190829,20190630,1,1,3925870338.0,5922257478.1,5947248658.68,1179679445.78,,26133784844.57,,2197000.0,453640767.16,,808857103.26,,63035153.88,64957579047.97,,0.0,,,,,,,4316336881.31,117821590817.45,0.0,,9902959648.84,32849829973.89,,,0.0,,,,,,,1882984428.56,,318016481.22,86322549.07,2000933131.03,,671716246.78,52411466321.61,,,,,,,,,,,,,,,,,170233057139.06,41459842981.98,4592880436.81,,,,,0.0,8627760512.59,26786274328.79,,,402062269.94,6307469973.02,389606006.86,945295211.42,,,,,,,,,13172450699.94,,77457090790.9,9965439669.73,,,27730204.46,965745783.28,1303127111.96,1050576815.28,56356018549.5,,,,,,,,,,,,,,,,,133813109340.4,,,,,19583448026.31,16836499772.35,36419947798.66,170233057139.06,,-138556148.21,,,,,,,,
0,000032.SZ,20190824,20190824,20190630,1,1,413219661.0,69680346.41,650812508.79,248028347.63,3088007.54,853260770.63,101481592.46,19772796.17,199833089.71,33967095.09,80883286.94,,8478061.45,285998666.33,,,,,,,,,422288.78,1584097647.56,,,8899585.47,117563515.89,,,45445961.13,72635932.92,745000.0,,21962.88,,,237842029.89,,,1936205.53,16934078.39,,22066718.95,524090991.05,,,,,,,,,,,,,,,,,2108188638.61,,38840000.0,,,,,39051160.75,218259649.64,64275580.02,,,14994416.04,30973569.87,,,138627524.74,,,,,,,,,,545021901.06,,,,,6133140.75,475000.0,8019895.06,14628035.81,,,,,,,,,,,,,,,,,559649936.87,,,,,163026093.23,1385512608.51,1548538701.74,2108188638.61,,683737.14,,,,,,,,
0,000034.SZ,20190831,20190831,20190630,1,1,654070434.0,2367858236.67,972332172.68,84202949.86,,2152412068.5,,338994714.46,7851785982.59,,1856378820.93,,750817.07,8150700371.15,,1446295.67,,,,,,,539431038.12,21195173898.37,,,1085258387.32,174755026.8,,,3676994.14,,,,,,,2497837740.0,,931286825.05,11858673.86,441612450.71,,92024053.9,5938615034.86,,,,,,,,,,,,,,,,,27133788933.23,1604000000.0,9515653155.03,,,,,3416951339.58,5584138172.79,796263639.54,,,274352513.2,357069032.14,55123896.38,,,,,,,,,,583025557.02,3826929.04,21360409975.47,,,,,72390626.13,24877180.46,,1715784307.12,,,,,,,,,,,,,,,,,23076194282.59,37090317.03,,,,5245317.28,4052349333.36,4057594650.64,27133788933.23,,10975857.18,,,,,,,,
1,000034.SZ,20190831,20190831,20190630,1,1,654070434.0,2367858236.67,972332172.68,84202949.86,,2152412068.5,15465062.85,338994714.46,7851785982.59,145692581.97,1856378820.93,,750817.07,8150700371.15,,1446295.67,,,,,,,539431038.12,21195173898.37,,,1085258387.32,174755026.8,,,3676994.14,160398919.06,511049506.27,,,,,2497837740.0,,931286825.05,11858673.86,441612450.71,,92024053.9,5938615034.86,,,,,,,,,,,,,,,,,27133788933.23,1604000000.0,9515653155.03,,,,13159969.76,3416951339.58,5584138172.79,796263639.54,,,274352513.2,357069032.14,55123896.38,,760845770.99,,,,,,,,583025557.02,3826929.04,21360409975.47,,14516500.53,,,72390626.13,24877180.46,,1715784307.12,,,,,,,,,,,,,,,,,23076194282.59,37090317.03,,,,5245317.28,4052349333.36,4057594650.64,27133788933.23,,10975857.18,,,,,,,,
0,000035.SZ,20190831,20190831,20190630,1,1,2438736365.0,8076460173.91,1288825337.11,123706373.0,,3006751282.37,,75565233.83,6026014880.03,129894011.31,432524536.14,24798650.88,,674012520.09,,122263837.13,,,,,,,1182308354.75,11677765711.11,,,886718143.36,257034538.6,,,1073941948.96,7314077245.03,2977179707.24,,,,,9334072658.78,8699861.56,6156040734.35,47880902.64,590686153.09,,1249091513.84,29897018850.9,,,,3632404.58,,,,,,,,,,,,,41574784562.01,14181386468.34,2549808641.82,,,,,1362682333.19,4070451354.36,29718441.04,,,1063124390.68,789448822.09,260900284.8,,336919322.04,,,,,,,,1721281209.32,,12577484870.61,156340000.0,1495668405.85,,1744468286.15,304097295.89,692001135.6,,18573961591.83,,393150071.27,,,,,,,,,,,,,,,31151446462.44,,,,,672420765.11,9750917334.46,10423338099.57,41574784562.01,,-94255162.56,,,,,,,,
1,000035.SZ,20190831,20190831,20190630,1,1,2438736365.0,8076460173.91,1288825337.11,123706373.0,,3006751282.37,,75565233.83,6026014880.03,,432524536.14,24798650.88,,674012520.09,,122263837.13,,,,,,,1182308354.75,11677765711.11,,,886718143.36,257034538.6,,,1073941948.96,,,,,,,9334072658.78,8699861.56,6156040734.35,47880902.64,590686153.09,,1249091513.84,29897018850.9,,,,3632404.58,,,,,,,,,,,,,41574784562.01,14181386468.34,2549808641.82,,,,,1362682333.19,4070451354.36,29718441.04,,,1063124390.68,789448822.09,260900284.8,,,,,,,,,,1721281209.32,,12577484870.61,156340000.0,,,1744468286.15,304097295.89,692001135.6,,18573961591.83,,393150071.27,,,,,,,,,,,,,,,31151446462.44,,,,,672420765.11,9750917334.46,10423338099.57,41574784562.01,,-94255162.56,,,,,,,,
0,000036.SZ,20190831,20190831,20190630,1,1,1483934025.0,231941056.97,2440419555.85,432916435.06,,4294111259.21,,,32476265.16,13159131.19,30889471.77,3517436.84,,3385610551.66,,,,,,,,,795455349.5,8555219465.33,,,30680897.66,700990984.26,,,682532.12,826606575.3,,,,,,5433274.69,,,19634802.59,616227372.66,,,2290102639.28,,,,,,,,,,,,,,,,,10845322104.61,1474800000.0,,,,,,,261773402.88,1142305877.49,,,3485610.83,219583359.18,0.0,864598.47,2447888044.0,,,,,,,,,,4075900892.85,,40237109.38,,,,,,1515037109.38,,,,,,,,,,,,,,,,,5590938002.23,,,,,665227645.31,4589156457.07,5254384102.38,10845322104.61,,-54615.81,,,,,,,,
1,000036.SZ,20190831,20190831,20190630,1,1,1483934025.0,231941056.97,2440419555.85,432916435.06,,4294111259.21,,,32476265.16,,30889471.77,3517436.84,,3385610551.66,,,,,,,,,795455349.5,8555219465.33,,,30680897.66,700990984.26,,,682532.12,,,,,,,5433274.69,,,19634802.59,616227372.66,,,2290102639.28,,,,,,,,,,,,,,,,,10845322104.61,1474800000.0,,,,,,,261773402.88,1142305877.49,,,3485610.83,219583359.18,,864598.47,,,,,,,,,,,4075900892.85,,,,,,,,1515037109.38,,,,,,,,,,,,,,,,,5590938002.23,,,,,665227645.31,4589156457.07,5254384102.38,10845322104.61,,-54615.81,,,,,,,,
0,000037.SZ,20190816,20190816,20190630,1,1,602762596.0,362770922.1,654146744.99,332908397.6,,1033453294.31,,,161302717.77,40936219.42,44330871.23,,,124479548.95,,,,,,,,,379237254.12,1783739905.8,,,15371492.58,2499395.8,,,,1410659018.39,67646496.22,,1314.6,,,44755155.22,,,428427.39,2071324.26,,26220181.78,1630267806.24,,,,,,,,,,,,,,,,,3414007712.04,21940000.0,1100000000.0,,,,,,35894201.87,140760.0,,,46532594.17,10994450.16,1261137.48,,55087871.86,,,,,,,,,,1249911015.54,,,,26726232.38,,111700588.88,,160366821.26,,,,,,,,,,,,,,,,,1410277836.8,,,,,51141214.55,1952588660.69,2003729875.24,3414007712.04,,,,,,,,,,
0,000038.SZ,20190824,20190824,20190630,1,1,522777419.0,4313315624.5,-2030409540.08,37390480.3,,1328827782.01,,75802610.15,517277799.44,,61477125.16,,6172421.73,111430901.93,,,,,,,,,324463161.57,2462617088.33,,,,8850430.22,,,,,,,,,,57948330.81,,185808587.77,786738.61,204372.24,,,759551233.02,,,,,,,,,,,,,,,,,3222168321.35,,,,,,,,237847207.29,45754982.8,,,3786576.72,38252587.25,,206029.02,,,,,,,,,,,365717059.67,,,,4556422.11,12506564.6,,,17062986.71,,,,,,,,,,,,,,,,,382780046.38,,,,,-3685708.75,2843073983.72,2839388274.97,3222168321.35,,,,,,,,,,
1,000038.SZ,20190824,20200123,20190630,1,1,522777419.0,4313315624.5,-2229465339.98,37390480.3,,1328827782.01,,75802610.15,517277799.44,37165286.34,61477125.16,,6172421.73,111430901.93,,,,,,,,,324463161.57,2462617088.33,,,,8850430.22,,,,47452773.37,,,,,,7809680.01,,24384874.07,786738.61,204372.24,,,547988868.52,,,,,,,,,,,,,,,,,3010605956.85,,,,,,,,237847207.29,45754982.8,,,3786576.72,38252587.25,,206029.02,39869676.59,,,,,,,,,,365717059.67,,,,4556422.11,,,,4556422.11,,,,,,,,,,,,,,,,,370273481.78,,,,,-3685708.75,2644018183.82,2640332475.07,3010605956.85,,,,,,,,,,
0,000039.SZ,20190828,20190828,20190630,1,1,3582531000.0,4850127000.0,21020418000.0,3282585000.0,,6579908000.0,207113000.0,1160380000.0,20411426000.0,,3212909000.0,,,32721828000.0,,4761711000.0,,,,,,,1067181000.0,81982919000.0,,,5430838000.0,2112909000.0,,,14213481000.0,,,,,,,5027336000.0,64024000.0,2181828000.0,496180000.0,1546208000.0,,30833000.0,81580351000.0,,,,69167000.0,,,,,,,,,,,,,163563270000.0,27820150000.0,23802051000.0,,,,48000000.0,2248675000.0,12381902000.0,57814000.0,,,2756424000.0,1474436000.0,,,,,,,,,,,9891383000.0,93914000.0,73932509000.0,4020152000.0,,,,1864975000.0,1010376000.0,802259000.0,35944975000.0,,342886000.0,,,,,,,,,,,,,,,109877484000.0,,,,,15697729000.0,37988057000.0,53685786000.0,163563270000.0,,1144651000.0,4107745000.0,,,,,,197874000.0,
